_MEMBER_cluster_1_x_name,_LogP_cluster_1_x_name,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-6,hsa04010,MAPK signaling pathway,M1,1,0
1,-2.1,GO:0097553,calcium ion transmembrane import into cytosol,M1,1,0
1,-2.1,GO:0031032,actomyosin structure organization,M1,1,0
1,-5.2,GDP01265,Cholestasis,M1,1,0
1,-2.7,GO:0051385,response to mineralocorticoid,M1,1,0
1,-5.5,CORUM:753,UTM-SGCE-DAG1-CAV1-NOS3 complex,M1,1,0
1,-5.1,GO:0071902,positive regulation of protein serine/threonine kinase activity,M1,1,0
1,-2.9,GDP06607,Skeletal Dysplasia,M1,1,0
1,-9.4,WP3932,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,M1,1,0
1,-3,WP4905,1q21.1 copy number variation syndrome,M1,1,0
1,-3.3,hsa04666,Fc gamma R-mediated phagocytosis,M1,1,0
1,-8.6,GDP01758,Coronary Heart Disease,M1,1,0
1,-2,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,M1,1,0
1,-4,M197,PID HIV NEF PATHWAY,M1,1,0
1,-9,GO:0040013,negative regulation of locomotion,M1,1,0
1,-2.9,GO:0035640,exploration behavior,M1,1,0
1,-8,GDP05254,Obesity,M1,1,0
1,-7.7,GO:0006898,receptor-mediated endocytosis,M1,1,0
1,-2.8,GO:0036314,response to sterol,M1,1,0
1,-2.4,GO:0032091,negative regulation of protein binding,M1,1,0
1,-2.6,hsa04270,Vascular smooth muscle contraction,M1,1,0
1,-2.6,GO:0060251,regulation of glial cell proliferation,M1,1,0
1,-3.8,M156,PID ECADHERIN NASCENT AJ PATHWAY,M1,1,0
1,-3.9,GO:0001570,vasculogenesis,M1,1,0
1,-2.2,WP3286,Copper homeostasis,M1,1,0
1,-6,GO:0009411,response to UV,M1,1,0
1,-3,GO:0070301,cellular response to hydrogen peroxide,M1,1,0
1,-3.7,GO:0048598,embryonic morphogenesis,M1,1,0
1,-6.1,GO:0001894,tissue homeostasis,M1,1,0
1,-2.2,GDP01661,Congenital heart defects,M1,1,0
1,-4.8,GO:0032970,regulation of actin filament-based process,M1,1,0
1,-4.1,GDP06824,Strabismus,M1,1,0
1,-3.3,GO:1901605,alpha-amino acid metabolic process,M1,1,0
1,-2.8,WP4496,Signal transduction through IL1R,M1,1,0
1,-4.3,GO:0044089,positive regulation of cellular component biogenesis,M1,1,0
1,-8.9,GO:0198738,cell-cell signaling by wnt,M1,1,0
1,-3.5,GO:0032092,positive regulation of protein binding,M1,1,0
1,-3.3,WP2406,Cardiac progenitor differentiation,M1,1,0
1,-8.4,hsa04936,Alcoholic liver disease,M1,1,0
1,-4.9,GO:0034766,negative regulation of monoatomic ion transmembrane transport,M1,1,0
1,-4.3,hsa04923,Regulation of lipolysis in adipocytes,M1,1,0
1,-3.9,GO:0098926,postsynaptic signal transduction,M1,1,0
1,-5.7,GO:0003014,renal system process,M1,1,0
1,-2.1,WP5180,DYRK1A,M1,1,0
1,-2.7,GO:0051495,positive regulation of cytoskeleton organization,M1,1,0
1,-4.5,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,M1,1,0
1,-2.2,GO:0051276,chromosome organization,M1,1,0
1,-4.7,GO:0045921,positive regulation of exocytosis,M1,1,0
1,-4.5,GO:0019058,viral life cycle,M1,1,0
1,-2.4,GO:0043268,positive regulation of potassium ion transport,M1,1,0
1,-2.2,GO:1901988,negative regulation of cell cycle phase transition,M1,1,0
1,-14,GO:0006812,monoatomic cation transport,M1,1,0
1,-3.3,GO:1904645,response to amyloid-beta,M1,1,0
1,-3.6,GO:0035864,response to potassium ion,M1,1,0
1,-2.7,GO:0046326,positive regulation of glucose import,M1,1,0
1,-2.4,GO:0050821,protein stabilization,M1,1,0
1,-5.1,hsa04625,C-type lectin receptor signaling pathway,M1,1,0
1,-3.4,M184,PID ECADHERIN KERATINOCYTE PATHWAY,M1,1,0
1,-7.3,hsa05163,Human cytomegalovirus infection,M1,1,0
1,-3.1,GO:0036465,synaptic vesicle recycling,M1,1,0
1,-3.5,GO:0048565,digestive tract development,M1,1,0
1,-6.2,GO:0030111,regulation of Wnt signaling pathway,M1,1,0
1,-9.6,GO:0098660,inorganic ion transmembrane transport,M1,1,0
1,-3.5,GO:0050870,positive regulation of T cell activation,M1,1,0
1,-3.5,R-HSA-983712,Ion channel transport,M1,1,0
1,-2.8,GO:0043200,response to amino acid,M1,1,0
1,-7.4,WP4216,Chromosomal and microsatellite instability in colorectal cancer,M1,1,0
1,-2.5,GO:0032881,regulation of polysaccharide metabolic process,M1,1,0
1,-4.9,WP4396,Nonalcoholic fatty liver disease,M1,1,0
1,-2,GO:0001947,heart looping,M1,1,0
1,-2.9,GO:0001763,morphogenesis of a branching structure,M1,1,0
1,-3.1,GO:0072009,nephron epithelium development,M1,1,0
1,-2.9,GO:0034767,positive regulation of monoatomic ion transmembrane transport,M1,1,0
1,-3.2,GO:0032094,response to food,M1,1,0
1,-3.7,GO:0044770,cell cycle phase transition,M1,1,0
1,-9.4,GO:0150104,transport across blood-brain barrier,M1,1,0
1,-2.2,GO:0035265,organ growth,M1,1,0
1,-2.9,WP5122,Prostaglandin and leukotriene metabolism in senescence,M1,1,0
1,-2.5,GO:0030901,midbrain development,M1,1,0
1,-3.8,GO:0006525,arginine metabolic process,M1,1,0
1,-6.9,R-HSA-2029480,Fcgamma receptor (FCGR) dependent phagocytosis,M1,1,0
1,-2.7,WP4331,Neovascularisation processes,M1,1,0
1,-6.2,GO:0001525,angiogenesis,M1,1,0
1,-2.6,GO:1903322,positive regulation of protein modification by small protein conjugation or removal,M1,1,0
1,-2.2,GDP05059,Nervous System Disorder,M1,1,0
1,-5.8,GO:0045834,positive regulation of lipid metabolic process,M1,1,0
1,-6,hsa04072,Phospholipase D signaling pathway,M1,1,0
1,-19,GO:0043549,regulation of kinase activity,M1,1,0
1,-3.3,GDP05495,Palmoplantar keratoderma,M1,1,0
1,-2.7,GO:0022600,digestive system process,M1,1,0
1,-4.1,GDP03318,Hyperinsulinism,M1,1,0
1,-4.2,hsa04550,Signaling pathways regulating pluripotency of stem cells,M1,1,0
1,-4.4,WP2795,Cardiac hypertrophic response,M1,1,0
1,-5.2,GO:0043116,negative regulation of vascular permeability,M1,1,0
1,-2.5,GO:0044282,small molecule catabolic process,M1,1,0
1,-2.5,GO:0016053,organic acid biosynthetic process,M1,1,0
1,-2.2,hsa05134,Legionellosis,M1,1,0
1,-4,GO:0002768,immune response-regulating cell surface receptor signaling pathway,M1,1,0
1,-7.2,R-HSA-194138,Signaling by VEGF,M1,1,0
1,-3.2,GO:0048168,regulation of neuronal synaptic plasticity,M1,1,0
1,-2.1,GO:0050853,B cell receptor signaling pathway,M1,1,0
1,-2.4,R-HSA-2682334,EPH-Ephrin signaling,M1,1,0
1,-4.5,M286,PID TGFBR PATHWAY,M1,1,0
1,-4.6,GDP06395,Salivary gland neoplasm,M1,1,0
1,-2.6,R-HSA-9664323,FCGR3A-mediated IL10 synthesis,M1,1,0
1,-3.2,GO:0045229,external encapsulating structure organization,M1,1,0
1,-3.3,GO:0061437,renal system vasculature development,M1,1,0
1,-4.5,GO:0035994,response to muscle stretch,M1,1,0
1,-6.9,M195,PID CMYB PATHWAY,M1,1,0
1,-5.3,WP4223,Ras signaling,M1,1,0
1,-4.7,GO:0002764,immune response-regulating signaling pathway,M1,1,0
1,-3.4,GO:0030520,intracellular estrogen receptor signaling pathway,M1,1,0
1,-2.2,R-HSA-9006927,Signaling by Non-Receptor Tyrosine Kinases,M1,1,0
1,-5.7,GDP02841,Glomerulosclerosis,M1,1,0
1,-2.6,GO:0009582,detection of abiotic stimulus,M1,1,0
1,-7.2,WP4673,Male infertility,M1,1,0
1,-3.9,WP481,Insulin signaling,M1,1,0
1,-3.8,GDP05407,Osteopenia,M1,1,0
1,-7.4,GO:0002694,regulation of leukocyte activation,M1,1,0
1,-2.1,GO:0071356,cellular response to tumor necrosis factor,M1,1,0
1,-3.7,GDP00486,Aortic Valve Insufficiency,M1,1,0
1,-3.4,GDP00614,Atrial Septal Defect,M1,1,0
1,-4.6,GO:0007548,sex differentiation,M1,1,0
1,-4.3,GO:0043502,regulation of muscle adaptation,M1,1,0
1,-5.1,hsa04062,Chemokine signaling pathway,M1,1,0
1,-2.6,GO:0050728,negative regulation of inflammatory response,M1,1,0
1,-4.7,WP1971,Integrated cancer pathway,M1,1,0
1,-3.6,GO:0048593,camera-type eye morphogenesis,M1,1,0
1,-2.7,R-HSA-6806834,Signaling by MET,M1,1,0
1,-2.2,WP4917,Proximal tubule transport,M1,1,0
1,-2.8,WP4481,Resistin as a regulator of inflammation,M1,1,0
1,-2.4,GDP07342,Vulval varices,M1,1,0
1,-2,GO:1903708,positive regulation of hemopoiesis,M1,1,0
1,-2.2,hsa03013,Nucleocytoplasmic transport,M1,1,0
1,-3.2,GO:0032368,regulation of lipid transport,M1,1,0
1,-4.1,GO:0043535,regulation of blood vessel endothelial cell migration,M1,1,0
1,-4.1,M177,PID EPHA FWDPATHWAY,M1,1,0
1,-2.7,GO:0006974,DNA damage response,M1,1,0
1,-3.4,GO:0060444,branching involved in mammary gland duct morphogenesis,M1,1,0
1,-3,WP45,G1 to S cell cycle control,M1,1,0
1,-3,GDP04147,Lipodystrophy,M1,1,0
1,-2,GO:0030239,myofibril assembly,M1,1,0
1,-4.6,GO:0097485,neuron projection guidance,M1,1,0
1,-2.1,GDP02278,Eczema,M1,1,0
1,-3.5,R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",M1,1,0
1,-6.6,GO:0038096,Fc-gamma receptor signaling pathway involved in phagocytosis,M1,1,0
1,-3.5,GO:0051640,organelle localization,M1,1,0
1,-4.7,GDP06207,Renal cyst,M1,1,0
1,-3.1,GO:1903076,regulation of protein localization to plasma membrane,M1,1,0
1,-2.3,GO:1905477,positive regulation of protein localization to membrane,M1,1,0
1,-2,GO:0051170,import into nucleus,M1,1,0
1,-2.3,GO:0090316,positive regulation of intracellular protein transport,M1,1,0
1,-5.3,M200,PID ERA GENOMIC PATHWAY,M1,1,0
1,-2.9,GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M1,1,0
1,-2.4,GO:0032869,cellular response to insulin stimulus,M1,1,0
1,-3.6,M12,PID RHOA PATHWAY,M1,1,0
1,-2.9,GO:0032446,protein modification by small protein conjugation,M1,1,0
1,-6.3,GO:1904951,positive regulation of establishment of protein localization,M1,1,0
1,-4.4,GO:0035725,sodium ion transmembrane transport,M1,1,0
1,-2.4,GO:0031648,protein destabilization,M1,1,0
1,-6.9,WP4806,EGFR tyrosine kinase inhibitor resistance,M1,1,0
1,-4.2,GO:0010720,positive regulation of cell development,M1,1,0
1,-2.7,GO:0030323,respiratory tube development,M1,1,0
1,-10,hsa04933,AGE-RAGE signaling pathway in diabetic complications,M1,1,0
1,-3.2,GDP06447,Scleroderma,M1,1,0
1,-3.9,GO:0044409,entry into host,M1,1,0
1,-3.4,GDP02489,Exocrine pancreatic insufficiency,M1,1,0
1,-3.7,GO:0050999,regulation of nitric-oxide synthase activity,M1,1,0
1,-3.4,WP3657,Hematopoietic stem cell gene regulation by GABP alpha/beta complex,M1,1,0
1,-2.2,GO:2001242,regulation of intrinsic apoptotic signaling pathway,M1,1,0
1,-9.8,hsa04022,cGMP-PKG signaling pathway,M1,1,0
1,-2.7,M13,PID ERBB4 PATHWAY,M1,1,0
1,-12,GO:0071900,regulation of protein serine/threonine kinase activity,M1,1,0
1,-13,WP51,Regulation of actin cytoskeleton,M1,1,0
1,-2.4,R-HSA-8957322,Metabolism of steroids,M1,1,0
1,-3.4,R-HSA-9768919,NPAS4 regulates expression of target genes,M1,1,0
1,-3.1,GO:0046209,nitric oxide metabolic process,M1,1,0
1,-11,GO:0050708,regulation of protein secretion,M1,1,0
1,-3.6,GO:0034614,cellular response to reactive oxygen species,M1,1,0
1,-3.1,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,M1,1,0
1,-3.2,GO:0061351,neural precursor cell proliferation,M1,1,0
1,-3.4,GO:0043433,negative regulation of DNA-binding transcription factor activity,M1,1,0
1,-5.6,GO:0043552,positive regulation of phosphatidylinositol 3-kinase activity,M1,1,0
1,-5.4,GO:0007229,integrin-mediated signaling pathway,M1,1,0
1,-3,GO:0043523,regulation of neuron apoptotic process,M1,1,0
1,-5.8,GO:0009410,response to xenobiotic stimulus,M1,1,0
1,-3.4,GO:0007519,skeletal muscle tissue development,M1,1,0
1,-2.9,hsa05230,Central carbon metabolism in cancer,M1,1,0
1,-7.6,GO:0000902,cell morphogenesis,M1,1,0
1,-5.6,GO:0030879,mammary gland development,M1,1,0
1,-2.5,R-HSA-3858494,Beta-catenin independent WNT signaling,M1,1,0
1,-6.5,GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,M1,1,0
1,-2.3,R-HSA-1474244,Extracellular matrix organization,M1,1,0
1,-5.4,GO:0090209,negative regulation of triglyceride metabolic process,M1,1,0
1,-2.2,GO:0021549,cerebellum development,M1,1,0
1,-2.4,GO:0098609,cell-cell adhesion,M1,1,0
1,-5.2,GO:0009743,response to carbohydrate,M1,1,0
1,-2.7,GO:0060323,head morphogenesis,M1,1,0
1,-2.2,R-HSA-168898,Toll-like Receptor Cascades,M1,1,0
1,-4.5,M162,PID RXR VDR PATHWAY,M1,1,0
1,-3,GO:0006941,striated muscle contraction,M1,1,0
1,-3.4,GDP07077,Thyroid Gland Follicular Adenoma,M1,1,0
1,-6.6,R-HSA-170834,Signaling by TGF-beta Receptor Complex,M1,1,0
1,-5.1,hsa04924,Renin secretion,M1,1,0
1,-3.6,GO:1990573,potassium ion import across plasma membrane,M1,1,0
1,-2.9,GO:0006886,intracellular protein transport,M1,1,0
1,-5,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,M1,1,0
1,-2.1,GO:0002521,leukocyte differentiation,M1,1,0
1,-4.2,GO:0019755,one-carbon compound transport,M1,1,0
1,-3.6,GDP02352,Enlarged polycystic ovaries,M1,1,0
1,-5.1,WP2380,Brain-derived neurotrophic factor (BDNF) signaling pathway,M1,1,0
1,-16,GO:0010035,response to inorganic substance,M1,1,0
1,-16,GDP04906,Myocardial Infarction,M1,1,0
1,-2.2,GO:0010518,positive regulation of phospholipase activity,M1,1,0
1,-2.1,GDP03294,Hypercalcemia,M1,1,0
1,-7.2,R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer,M1,1,0
1,-3.7,hsa01521,EGFR tyrosine kinase inhibitor resistance,M1,1,0
1,-12,GO:0001934,positive regulation of protein phosphorylation,M1,1,0
1,-3.9,WP5055,Burn wound healing,M1,1,0
1,-10,R-HSA-9006925,Intracellular signaling by second messengers,M1,1,0
1,-4,hsa04922,Glucagon signaling pathway,M1,1,0
1,-8,GDP06834,Stroke,M1,1,0
1,-4,GO:0072657,protein localization to membrane,M1,1,0
1,-7.7,GO:1904062,regulation of monoatomic cation transmembrane transport,M1,1,0
1,-2.8,GO:0000096,sulfur amino acid metabolic process,M1,1,0
1,-7.8,GO:0010811,positive regulation of cell-substrate adhesion,M1,1,0
1,-2.3,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,M1,1,0
1,-2.9,GDP04338,Malabsorption Syndrome,M1,1,0
1,-3.2,GO:0051588,regulation of neurotransmitter transport,M1,1,0
1,-2.3,GO:0010631,epithelial cell migration,M1,1,0
1,-5.8,WP2870,Extracellular vesicle-mediated signaling in recipient cells,M1,1,0
1,-2.1,GO:0051480,regulation of cytosolic calcium ion concentration,M1,1,0
1,-4.1,M34,PID TCR PATHWAY,M1,1,0
1,-2.9,GO:0019221,cytokine-mediated signaling pathway,M1,1,0
1,-3,GO:0021782,glial cell development,M1,1,0
1,-6.3,GO:0045216,cell-cell junction organization,M1,1,0
1,-3.3,GO:0006954,inflammatory response,M1,1,0
1,-2.2,GO:0003205,cardiac chamber development,M1,1,0
1,-3.6,GO:0032374,regulation of cholesterol transport,M1,1,0
1,-2.1,GO:0140115,export across plasma membrane,M1,1,0
1,-9.9,hsa04068,FoxO signaling pathway,M1,1,0
1,-3.7,WP3935,Leptin-insulin signaling overlap,M1,1,0
1,-4.9,GO:0045927,positive regulation of growth,M1,1,0
1,-4.6,GO:0009267,cellular response to starvation,M1,1,0
1,-10,GO:0009896,positive regulation of catabolic process,M1,1,0
1,-4.1,GO:0035865,cellular response to potassium ion,M1,1,0
1,-4.2,GO:0010718,positive regulation of epithelial to mesenchymal transition,M1,1,0
1,-2.8,WP4874,CAMKK2 pathway,M1,1,0
1,-4.4,GO:1901990,regulation of mitotic cell cycle phase transition,M1,1,0
1,-4.8,GO:1902806,regulation of cell cycle G1/S phase transition,M1,1,0
1,-2.9,GO:0095500,acetylcholine receptor signaling pathway,M1,1,0
1,-3.7,GDP05393,Osteochondrodysplasia,M1,1,0
1,-7.9,R-HSA-109582,Hemostasis,M1,1,0
1,-2.5,R-HSA-1433557,Signaling by SCF-KIT,M1,1,0
1,-3,GO:0090130,tissue migration,M1,1,0
1,-4.9,GO:0010717,regulation of epithelial to mesenchymal transition,M1,1,0
1,-6.6,GO:0031668,cellular response to extracellular stimulus,M1,1,0
1,-2.6,GO:0033555,multicellular organismal response to stress,M1,1,0
1,-2,M28,PID IL4 2PATHWAY,M1,1,0
