_MEMBER_cluster_1_x_name,_LogP_cluster_1_x_name,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-16.341033275988067,R-HSA-9006934,M1,1,0,Reactome Gene Sets,6,Signaling by Receptor Tyrosine Kinases,,-16.341033275988067,7.807205811852343,13.049066746691294,30244,524,207,28,13.526570048309178,2.377114017250783,348|857|1398|1445|1500|1785|2060|2099|2260|2335|2534|2904|3643|3728|4205|4846|5156|5241|5581|5747|5774|7525|8503|8660|10152|10818|79109|152831,APOE|CAV1|CRK|CSK|CTNND1|DNM2|EPS15|ESR1|FGFR1|FN1|FYN|GRIN2B|INSR|JUP|MEF2A|NOS3|PDGFRA|PGR|PRKCE|PTK2|PTPN3|YES1|PIK3R3|IRS2|ABI2|FRS2|MAPKAP1|KLB,-12.930105808602697,0,3.0,0.0,0.0,-19.57542130116976,18.26328502415459,
1,-16.324148686685984,GDP04906,M1,1,0,GeDiPNet,37,Myocardial Infarction,,-16.324148686685984,9.877607675035721,13.967663466012587,30244,355,207,24,11.594202898550725,2.2252337976305867,59|348|490|596|857|1152|1593|2099|3663|3672|4053|4088|4205|4846|4881|5156|5581|7040|8204|9612|23411|50507|51530|79109,ACTA2|APOE|ATP2B1|BCL2|CAV1|CKB|CYP27A1|ESR1|IRF5|ITGA1|LTBP2|SMAD3|MEF2A|NOS3|NPR1|PDGFRA|PRKCE|TGFB1|NRIP1|NCOR2|SIRT1|NOX4|ZC3HC1|MAPKAP1,-12.930105808602697,0,9.0,1.0,1.0,-16.324148686685984,10.049638320169722,
1,-16.171686416471058,GO:0007167,M1,1,0,GO Biological Processes,19,enzyme-linked receptor protein signaling pathway,19_GO:0050896 response to stimulus,-16.171686416471058,6.979599372288379,12.570658808616939,30244,628,207,30,14.492753623188406,2.446762086691613,154|658|1398|1655|2260|2268|2534|3643|4035|4053|4088|4643|4881|5156|5587|5747|6259|6497|6720|7040|7049|7525|8412|8503|8660|10818|10979|23236|23411|152831,ADRB2|BMPR1B|CRK|DDX5|FGFR1|FGR|FYN|INSR|LRP1|LTBP2|SMAD3|MYO1E|NPR1|PDGFRA|PRKD1|PTK2|RYK|SKI|SREBF1|TGFB1|TGFBR3|YES1|BCAR3|PIK3R3|IRS2|FRS2|FERMT2|PLCB1|SIRT1|KLB,-12.812405644646983,0,10.0,1.0,1.0,-16.171686416471058,8.402278094179747,
1,-16.102616475337378,GO:0009725,M1,1,0,GO Biological Processes,19,response to hormone,19_GO:0050896 response to stimulus,-16.102616475337378,6.118664018244684,12.08654511251554,30244,788,207,33,15.942028985507246,2.544345450195831,358|490|595|596|842|857|1152|1373|1398|1445|1584|1605|1655|2099|3643|4846|5241|5581|5747|5970|6720|6833|7040|7049|8289|8412|8503|8660|10266|23236|23411|27347|85004,AQP1|ATP2B1|CCND1|BCL2|CASP9|CAV1|CKB|CPS1|CRK|CSK|CYP11B1|DAG1|DDX5|ESR1|INSR|NOS3|PGR|PRKCE|PTK2|RELA|SREBF1|ABCC8|TGFB1|TGFBR3|ARID1A|BCAR3|PIK3R3|IRS2|RAMP2|PLCB1|SIRT1|STK39|RERG,-12.775520386884704,0,10.0,0.0,0.0,-16.171686416471058,8.402278094179747,
1,-16.02662406052627,GO:0010035,M1,1,0,GO Biological Processes,19,response to inorganic substance,19_GO:0050896 response to stimulus,-16.02662406052627,7.589936633414894,12.815341186171041,30244,539,207,28,13.526570048309178,2.377114017250783,358|595|596|842|857|1373|1398|1544|1584|1785|2534|2696|4205|4846|5530|5970|6523|6546|6558|6833|6857|7369|9033|23236|23411|27347|64116|79901,AQP1|CCND1|BCL2|CASP9|CAV1|CPS1|CRK|CYP1A2|CYP11B1|DNM2|FYN|GIPR|MEF2A|NOS3|PPP3CA|RELA|SLC5A1|SLC8A1|SLC12A2|ABCC8|SYT1|UMOD|PKD2L1|PLCB1|SIRT1|STK39|SLC39A8|CYBRD1,-12.72949119545104,0,11.0,1.0,1.0,-16.02662406052627,8.053102057894938,
1,-15.072856111290765,GO:0030001,M1,1,0,GO Biological Processes,19,metal ion transport,19_GO:0051179 localization,-15.072856111290765,6.641194554238034,11.955311054926238,30244,638,207,29,14.009661835748792,2.412423119670949,358|490|596|857|1785|2534|2904|3767|4846|4988|5530|6523|6546|6558|6833|7369|9033|10060|10266|23236|26133|27347|54822|57130|57282|57419|64116|79901|89780,AQP1|ATP2B1|BCL2|CAV1|DNM2|FYN|GRIN2B|KCNJ11|NOS3|OPRM1|PPP3CA|SLC5A1|SLC8A1|SLC12A2|ABCC8|UMOD|PKD2L1|ABCC9|RAMP2|PLCB1|TRPC4AP|STK39|TRPM7|ATP13A1|SLC4A10|SLC24A3|SLC39A8|CYBRD1|WNT3A,-11.803751969815778,0,12.0,1.0,1.0,-15.072856111290765,8.922520927831249,
1,-14.994615779674824,WP366,M1,1,0,WikiPathways,27,TGF-beta signaling pathway,,-14.994615779674824,17.709852144634752,15.971992662813266,30244,132,207,16,7.729468599033816,1.8561845640053805,595|857|1026|2335|4088|4205|5596|5747|6497|7040|7049|7329|8554|8945|23327|150094,CCND1|CAV1|CDKN1A|FN1|SMAD3|MEF2A|MAPK4|PTK2|SKI|TGFB1|TGFBR3|UBE2I|PIAS1|BTRC|NEDD4L|SIK1,-11.751840576922186,0,13.0,1.0,1.0,-14.994615779674824,19.266762223283962,
1,-14.613128457067594,GO:0042327,M1,1,0,GO Biological Processes,19,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-14.613128457067594,5.859372168163438,11.361660368838177,30244,773,207,31,14.97584541062802,2.4801712143833763,154|595|596|857|1026|1445|1605|1855|2260|2268|2534|2547|3643|5156|5208|5217|5571|5587|5747|6259|7040|7525|8412|8503|10979|23411|28232|50507|51422|79109|89780,ADRB2|CCND1|BCL2|CAV1|CDKN1A|CSK|DAG1|DVL1|FGFR1|FGR|FYN|XRCC6|INSR|PDGFRA|PFKFB2|PFN2|PRKAG1|PRKD1|PTK2|RYK|TGFB1|YES1|BCAR3|PIK3R3|FERMT2|SIRT1|SLCO3A1|NOX4|PRKAG2|MAPKAP1|WNT3A,-11.395176838039989,0,4.0,0.0,0.0,-19.176122969583485,8.027817593034984,
1,-14.482520395382611,GO:0070848,M1,1,0,GO Biological Processes,19,response to growth factor,19_GO:0050896 response to stimulus,-14.482520395382611,7.291292293712389,12.02490721706566,30244,521,207,26,12.560386473429952,2.3034057319743173,59|463|658|857|1373|1398|1655|2260|2534|3643|4053|4088|4988|5156|5587|5747|5970|6497|7040|7049|7525|10266|10818|10979|23411|152831,ACTA2|ZFHX3|BMPR1B|CAV1|CPS1|CRK|DDX5|FGFR1|FYN|INSR|LTBP2|SMAD3|OPRM1|PDGFRA|PRKD1|PTK2|RELA|SKI|TGFB1|TGFBR3|YES1|RAMP2|FRS2|FERMT2|SIRT1|KLB,-11.288049872204528,0,14.0,1.0,1.0,-14.482520395382611,24.351046698872786,
1,-14.435133525658065,GO:0045859,M1,1,0,GO Biological Processes,19,regulation of protein kinase activity,19_GO:0008152 metabolic process,-14.435133525658065,6.566574390707268,11.65471110365667,30244,623,207,28,13.526570048309178,2.377114017250783,154|348|595|857|898|905|1026|1031|1445|1605|1843|1855|2260|2268|2547|3643|5571|5728|5747|6546|7040|10614|10979|23411|50507|51422|80824|89780,ADRB2|APOE|CCND1|CAV1|CCNE1|CCNT2|CDKN1A|CDKN2C|CSK|DAG1|DUSP1|DVL1|FGFR1|FGR|XRCC6|INSR|PRKAG1|PTEN|PTK2|SLC8A1|TGFB1|HEXIM1|FERMT2|SIRT1|NOX4|PRKAG2|DUSP16|WNT3A,-11.262939397191134,0,4.0,0.0,0.0,-19.176122969583485,8.027817593034984,
1,-14.279605332595441,GO:0051046,M1,1,0,GO Biological Processes,19,regulation of secretion,19_GO:0051179 localization,-14.279605332595441,6.4730630465358034,11.543152943246215,30244,632,207,28,13.526570048309178,2.377114017250783,164|348|358|406|1855|2268|2696|2697|3767|4881|4988|5208|5217|5530|5581|5868|6558|6720|6833|6857|6934|7040|8660|11267|23236|27347|55107|134957,AP1G1|APOE|AQP1|BMAL1|DVL1|FGR|GIPR|GJA1|KCNJ11|NPR1|OPRM1|PFKFB2|PFN2|PPP3CA|PRKCE|RAB5A|SLC12A2|SREBF1|ABCC8|SYT1|TCF7L2|TGFB1|IRS2|SNF8|PLCB1|STK39|ANO1|STXBP5,-11.128600503198449,0,15.0,1.0,1.0,-14.279605332595441,14.082533030673417,
1,-14.16345029079698,GO:0006468,M1,1,0,GO Biological Processes,19,protein phosphorylation,19_GO:0008152 metabolic process,-14.16345029079698,6.122951048560499,11.317464592280977,30244,692,207,29,14.009661835748792,2.412423119670949,595|596|658|857|898|1445|2260|2268|2534|3643|4881|5156|5571|5581|5586|5587|5596|5747|7040|7049|7369|7525|10152|10783|23683|27347|51422|54822|150094,CCND1|BCL2|BMPR1B|CAV1|CCNE1|CSK|FGFR1|FGR|FYN|INSR|NPR1|PDGFRA|PRKAG1|PRKCE|PKN2|PRKD1|MAPK4|PTK2|TGFB1|TGFBR3|UMOD|YES1|ABI2|NEK6|PRKD3|STK39|PRKAG2|TRPM7|SIK1,-11.032648847488275,0,16.0,1.0,1.0,-14.16345029079698,22.829106280193237,
1,-14.131390527955723,GO:0043408,M1,1,0,GO Biological Processes,19,regulation of MAPK cascade,19_GO:0050896 response to stimulus,-14.131390527955723,6.105305656489719,11.29515178499139,30244,694,207,29,14.009661835748792,2.412423119670949,59|154|348|857|1398|1445|1605|1843|1844|2260|2335|3643|3672|4988|5156|5581|5728|6237|6259|7040|8412|10174|10818|10979|23236|27347|50507|80824|152831,ACTA2|ADRB2|APOE|CAV1|CRK|CSK|DAG1|DUSP1|DUSP2|FGFR1|FN1|INSR|ITGA1|OPRM1|PDGFRA|PRKCE|PTEN|RRAS|RYK|TGFB1|BCAR3|SORBS3|FRS2|FERMT2|PLCB1|STK39|NOX4|DUSP16|KLB,-11.019894239842404,0,17.0,1.0,1.0,-14.131390527955723,6.210995716716541,
1,-13.832011274788728,GO:1901652,M1,1,0,GO Biological Processes,19,response to peptide,19_GO:0050896 response to stimulus,-13.832011274788728,7.639544062391462,11.899127776008505,30244,459,207,24,11.594202898550725,2.2252337976305867,154|857|1373|1398|1445|1584|1605|2534|2697|3643|3663|4035|4792|5747|5970|6720|6833|7049|8412|8503|8660|23236|23411|55107,ADRB2|CAV1|CPS1|CRK|CSK|CYP11B1|DAG1|FYN|GJA1|INSR|IRF5|LRP1|NFKBIA|PTK2|RELA|SREBF1|ABCC8|TGFBR3|BCAR3|PIK3R3|IRS2|PLCB1|SIRT1|ANO1,-10.755246276227185,0,10.0,0.0,0.0,-16.171686416471058,8.402278094179747,
1,-13.83053039168606,hsa04218,M1,1,0,KEGG Pathway,24,Cellular senescence,,-13.83053039168606,14.985259506998636,14.53802792076479,30244,156,207,16,7.729468599033816,1.8561845640053805,595|898|1026|2309|4088|4773|5530|5728|5970|6237|7040|8503|8945|22808|23411|54822,CCND1|CCNE1|CDKN1A|FOXO3|SMAD3|NFATC2|PPP3CA|PTEN|RELA|RRAS|TGFB1|PIK3R3|BTRC|MRAS|SIRT1|TRPM7,-10.755246276227185,0,18.0,1.0,1.0,-13.83053039168606,23.377004830917873,
1,-13.603596037419292,GO:0030335,M1,1,0,GO Biological Processes,19,positive regulation of cell migration,19_GO:0040011 locomotion,-13.603596037419292,6.687963529972103,11.360504549866336,30244,568,207,26,12.560386473429952,2.3034057319743173,59|358|596|857|1398|2260|2268|2335|3643|4088|4846|5156|5530|5581|5587|5747|6237|6546|7040|7205|7329|8503|8660|10979|23411|27347,ACTA2|AQP1|BCL2|CAV1|CRK|FGFR1|FGR|FN1|INSR|SMAD3|NOS3|PDGFRA|PPP3CA|PRKCE|PRKD1|PTK2|RRAS|SLC8A1|TGFB1|TRIP6|UBE2I|PIK3R3|IRS2|FERMT2|SIRT1|STK39,-10.545345261259198,0,19.0,1.0,1.0,-13.603596037419292,51.566922421142365,
1,-13.525154704320704,GO:0006812,M1,1,0,GO Biological Processes,19,monoatomic cation transport,19_GO:0051179 localization,-13.525154704320704,5.548339754173547,10.753841544765557,30244,790,207,30,14.492753623188406,2.446762086691613,358|490|596|857|1785|2534|2904|3767|4846|4988|5530|6523|6546|6558|6833|7369|9033|10060|10266|23236|26133|27347|54822|55107|57130|57282|57419|64116|79901|89780,AQP1|ATP2B1|BCL2|CAV1|DNM2|FYN|GRIN2B|KCNJ11|NOS3|OPRM1|PPP3CA|SLC5A1|SLC8A1|SLC12A2|ABCC8|UMOD|PKD2L1|ABCC9|RAMP2|PLCB1|TRPC4AP|STK39|TRPM7|ANO1|ATP13A1|SLC4A10|SLC24A3|SLC39A8|CYBRD1|WNT3A,-10.486594845999214,0,12.0,0.0,0.0,-15.072856111290765,8.922520927831249,
1,-13.512660938787906,GO:0051347,M1,1,0,GO Biological Processes,19,positive regulation of transferase activity,19_GO:0065007 biological regulation,-13.512660938787906,6.984047810384165,11.459971049086468,30244,523,207,25,12.077294685990339,2.264905988884942,154|348|595|1026|1445|1605|2260|2268|2547|3643|5156|5208|5571|5587|5728|5747|6259|7040|7329|8945|10979|23411|50507|51422|89780,ADRB2|APOE|CCND1|CDKN1A|CSK|DAG1|FGFR1|FGR|XRCC6|INSR|PDGFRA|PFKFB2|PRKAG1|PRKD1|PTEN|PTK2|RYK|TGFB1|UBE2I|BTRC|FERMT2|SIRT1|NOX4|PRKAG2|WNT3A,-10.486594845999214,0,4.0,0.0,0.0,-19.176122969583485,8.027817593034984,
1,-13.428396823839595,WP710,M1,1,0,WikiPathways,27,DNA damage response (only ATM dependent),,-13.428396823839595,18.427819123471295,15.270479619044684,30244,111,207,14,6.763285024154589,1.7453685823899043,595|596|1026|1855|2309|3643|4088|5287|5529|5728|6934|7040|8503|89780,CCND1|BCL2|CDKN1A|DVL1|FOXO3|INSR|SMAD3|PIK3C2B|PPP2R5E|PTEN|TCF7L2|TGFB1|PIK3R3|WNT3A,-10.417570697607639,0,20.0,1.0,1.0,-13.428396823839595,29.22125603864734,
1,-13.237957380706268,GO:0044057,M1,1,0,GO Biological Processes,19,regulation of system process,19_GO:0032501 multicellular organismal process,-13.237957380706268,6.449513217358497,11.087553378615112,30244,589,207,26,12.560386473429952,2.3034057319743173,154|348|358|490|857|1129|1605|1855|2309|2697|2904|3728|4088|4205|4624|4846|4881|4988|5530|5728|6546|6720|6833|10060|27347|79068,ADRB2|APOE|AQP1|ATP2B1|CAV1|CHRM2|DAG1|DVL1|FOXO3|GJA1|GRIN2B|JUP|SMAD3|MEF2A|MYH6|NOS3|NPR1|OPRM1|PPP3CA|PTEN|SLC8A1|SREBF1|ABCC8|ABCC9|STK39|FTO,-10.250367540162811,0,21.0,1.0,1.0,-13.237957380706268,11.373542769533397,
1,-13.23222997045945,GO:0071363,M1,1,0,GO Biological Processes,19,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-13.23222997045945,7.170860377582169,11.420615297045545,30244,489,207,24,11.594202898550725,2.2252337976305867,59|658|857|1373|1398|1655|2260|2534|3643|4053|4088|5156|5587|5747|5970|6497|7040|7049|7525|10266|10818|10979|23411|152831,ACTA2|BMPR1B|CAV1|CPS1|CRK|DDX5|FGFR1|FYN|INSR|LTBP2|SMAD3|PDGFRA|PRKD1|PTK2|RELA|SKI|TGFB1|TGFBR3|YES1|RAMP2|FRS2|FERMT2|SIRT1|KLB,-10.250367540162811,0,14.0,0.0,0.0,-14.482520395382611,24.351046698872786,
1,-13.170048721767317,GO:2000147,M1,1,0,GO Biological Processes,19,positive regulation of cell motility,19_GO:0040011 locomotion,-13.170048721767317,6.4060089123510195,11.037069106183566,30244,593,207,26,12.560386473429952,2.3034057319743173,59|358|596|857|1398|2260|2268|2335|3643|4088|4846|5156|5530|5581|5587|5747|6237|6546|7040|7205|7329|8503|8660|10979|23411|27347,ACTA2|AQP1|BCL2|CAV1|CRK|FGFR1|FGR|FN1|INSR|SMAD3|NOS3|PDGFRA|PPP3CA|PRKCE|PRKD1|PTK2|RRAS|SLC8A1|TGFB1|TRIP6|UBE2I|PIK3R3|IRS2|FERMT2|SIRT1|STK39,-10.201974575956312,0,19.0,0.0,0.0,-13.603596037419292,51.566922421142365,
1,-12.929554258609636,GO:0032870,M1,1,0,GO Biological Processes,19,cellular response to hormone stimulus,19_GO:0050896 response to stimulus,-12.929554258609636,6.943664801262734,11.181656529899403,30244,505,207,24,11.594202898550725,2.2252337976305867,358|490|842|857|1152|1373|1398|1445|1584|1655|2099|3643|5241|5581|5747|5970|6720|8289|8412|8503|8660|10266|23236|23411,AQP1|ATP2B1|CASP9|CAV1|CKB|CPS1|CRK|CSK|CYP11B1|DDX5|ESR1|INSR|PGR|PRKCE|PTK2|RELA|SREBF1|ARID1A|BCAR3|PIK3R3|IRS2|RAMP2|PLCB1|SIRT1,-9.97837214407142,0,10.0,0.0,0.0,-16.171686416471058,8.402278094179747,
1,-12.920117351160076,GO:0040017,M1,1,0,GO Biological Processes,19,positive regulation of locomotion,19_GO:0040011 locomotion,-12.920117351160076,6.247965929316044,10.851813807125167,30244,608,207,26,12.560386473429952,2.3034057319743173,59|358|596|857|1398|2260|2268|2335|3643|4088|4846|5156|5530|5581|5587|5747|6237|6546|7040|7205|7329|8503|8660|10979|23411|27347,ACTA2|AQP1|BCL2|CAV1|CRK|FGFR1|FGR|FN1|INSR|SMAD3|NOS3|PDGFRA|PPP3CA|PRKCE|PRKD1|PTK2|RRAS|SLC8A1|TGFB1|TRIP6|UBE2I|PIK3R3|IRS2|FERMT2|SIRT1|STK39,-9.97837214407142,0,19.0,0.0,0.0,-13.603596037419292,51.566922421142365,
1,-12.894905368502446,R-HSA-5683057,M1,1,0,Reactome Gene Sets,6,MAPK family signaling cascades,,-12.894905368502446,8.991155704199183,12.023947368631799,30244,325,207,20,9.66183574879227,2.05343179799038,1445|1843|1844|2260|2309|2335|2534|2904|5156|5529|5596|5747|5774|7094|7514|8660|10818|22808|80824|152831,CSK|DUSP1|DUSP2|FGFR1|FOXO3|FN1|FYN|GRIN2B|PDGFRA|PPP2R5E|MAPK4|PTK2|PTPN3|TLN1|XPO1|IRS2|FRS2|MRAS|DUSP16|KLB,-9.96574928872181,0,3.0,0.0,0.0,-19.57542130116976,18.26328502415459,
1,-12.867400991068054,GDP00611,M1,1,0,GeDiPNet,37,Atrial Fibrillation,,-12.867400991068054,10.604488078541374,12.607753813979791,30244,248,207,18,8.695652173913043,1.958446158528047,463|490|857|1026|1557|4088|4624|4846|5747|6934|7514|9644|10060|23411|51422|64116|79068|84871,ZFHX3|ATP2B1|CAV1|CDKN1A|CYP2C19|SMAD3|MYH6|NOS3|PTK2|TCF7L2|XPO1|SH3PXD2A|ABCC9|SIRT1|PRKAG2|SLC39A8|FTO|AGBL4,-9.95047936770443,0,22.0,1.0,1.0,-12.867400991068054,19.923583662714098,
