_MEMBER_cluster_1_x_name,_LogP_cluster_1_x_name,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-4.3,COVID235,M1,1,0,COVID,200,Phosphoproteome_Klann_Caco-2_24h_Up,,-4.3,4.9,5.6,30244,300,207,10,4.8,1.5,987|1655|2009|2060|3159|4650|6934|10614|29763|51530,LRBA|DDX5|EML1|EPS15|HMGA1|MYO9B|TCF7L2|HEXIM1|PACSIN3|ZC3HC1,-2.7,0
1,-4.3,COVID364,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_M,,-4.3,4.9,5.6,30244,300,207,10,4.8,1.5,164|2697|8633|10818|10979|23236|54822|57130|59343|79109,AP1G1|GJA1|UNC5C|FRS2|FERMT2|PLCB1|TRPM7|ATP13A1|SENP2|MAPKAP1,-2.7,0
1,-3.6,COVID036,M1,1,0,COVID,200,RNA_Sun_Calu-3_0h_Up,,-3.6,4.4,4.9,30244,300,207,9,4.3,1.4,154|1026|1843|4088|4773|4792|28232|60312|135112,ADRB2|CDKN1A|DUSP1|SMAD3|NFATC2|NFKBIA|SLCO3A1|AFAP1|NCOA7,-2.2,0
1,-3.6,COVID058,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_12h_Up,,-3.6,4.4,4.9,30244,300,207,9,4.3,1.4,490|2547|3159|5586|5747|7094|27347|29763|79901,ATP2B1|XRCC6|HMGA1|PKN2|PTK2|TLN1|STK39|PACSIN3|CYBRD1,-2.2,0
1,-3.6,COVID193,M1,1,0,COVID,200,RNA_Stukalov_A549-ACE2_30h_Up,,-3.6,4.4,4.9,30244,300,207,9,4.3,1.4,1106|1843|2669|4792|10614|10818|28232|54498|54822,CHD2|DUSP1|GEM|NFKBIA|HEXIM1|FRS2|SLCO3A1|SMOX|TRPM7,-2.2,0
1,-3.6,COVID382,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_ORF3A,,-3.6,4.4,4.9,30244,300,207,9,4.3,1.4,857|2697|8633|10818|10979|23236|54822|57130|59343,CAV1|GJA1|UNC5C|FRS2|FERMT2|PLCB1|TRPM7|ATP13A1|SENP2,-2.2,0
1,-3.4,COVID063,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_4h_Down,,-3.4,5.2,4.9,30244,197,207,7,3.4,1.3,1026|1500|4205|5208|9612|23327|55689,CDKN1A|CTNND1|MEF2A|PFKFB2|NCOR2|NEDD4L|YEATS2,-1.9,0
1,-3.3,COVID022,M1,1,0,COVID,200,RNA_Keller_B-cells-CD21pos_infection_Up,,-3.3,4.3,4.6,30244,269,207,8,3.9,1.3,1026|1031|2268|2696|3767|7525|8412|23654,CDKN1A|CDKN2C|FGR|GIPR|KCNJ11|YES1|BCAR3|PLXNB2,-1.9,0
1,-3.2,COVID023,M1,1,0,COVID,200,RNA_Keller_B-cells-Infected_CD21pos_Down,,-3.2,4.2,4.5,30244,278,207,8,3.9,1.3,1031|2268|2696|3767|8412|23331|23654|84444,CDKN2C|FGR|GIPR|KCNJ11|BCAR3|TTC28|PLXNB2|DOT1L,-1.8,0
1,-3.1,COVID370,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP14,,-3.1,9.9,5.7,30244,59,207,4,1.9,0.96,1398|5287|23411|54822,CRK|PIK3C2B|SIRT1|TRPM7,-1.8,0
1,-3.1,COVID141,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_M_Up,,-3.1,7.1,5.1,30244,103,207,5,2.4,1.1,857|5774|6625|8289|23327,CAV1|PTPN3|SNRNP70|ARID1A|NEDD4L,-1.8,0
1,-2.9,COVID344,M1,1,0,COVID,200,RNA_Wilk_B-cells_patient-C4_Down,,-2.9,5.2,4.5,30244,169,207,6,2.9,1.2,490|596|1106|1655|1843|4792,ATP2B1|BCL2|CHD2|DDX5|DUSP1|NFKBIA,-1.6,0
1,-2.9,COVID016,M1,1,0,COVID,200,RNA_Blanco-Melo_Calu-3_Up,,-2.9,3.9,4.2,30244,300,207,8,3.9,1.3,154|1026|1106|1843|2309|4792|8660|135112,ADRB2|CDKN1A|CHD2|DUSP1|FOXO3|NFKBIA|IRS2|NCOA7,-1.6,0
1,-2.9,COVID034,M1,1,0,COVID,200,RNA_Liao_BALF-severe-vs-mild_Up,,-2.9,3.9,4.2,30244,300,207,8,3.9,1.3,857|2260|3159|23166|23411|54498|79901|84444,CAV1|FGFR1|HMGA1|STAB1|SIRT1|SMOX|CYBRD1|DOT1L,-1.6,0
1,-2.9,COVID048,M1,1,0,COVID,200,RNA_Wyler_Calu-3_12h_Up,,-2.9,3.9,4.2,30244,300,207,8,3.9,1.3,154|1843|4792|8204|8503|10818|80824|135112,ADRB2|DUSP1|NFKBIA|NRIP1|PIK3R3|FRS2|DUSP16|NCOA7,-1.6,0
1,-2.9,COVID059,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_24h_Down,,-2.9,3.9,4.2,30244,300,207,8,3.9,1.3,1026|5747|9612|10152|51530|55689|57130|60312,CDKN1A|PTK2|NCOR2|ABI2|ZC3HC1|YEATS2|ATP13A1|AFAP1,-1.6,0
1,-2.9,COVID060,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_24h_Up,,-2.9,3.9,4.2,30244,300,207,8,3.9,1.3,3159|7094|10783|23331|23637|29763|79901|117584,HMGA1|TLN1|NEK6|TTC28|RABGAP1|PACSIN3|CYBRD1|RFFL,-1.6,0
1,-2.9,COVID385,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_ORF7A,,-2.9,3.9,4.2,30244,300,207,8,3.9,1.3,857|2697|7514|23376|28232|54822|57130|59343,CAV1|GJA1|XPO1|UFL1|SLCO3A1|TRPM7|ATP13A1|SENP2,-1.6,0
1,-2.9,COVID151,M1,1,0,COVID,200,Proteome_Stukalov_A549_72h_NSP15_Up,,-2.9,8.5,5.2,30244,69,207,4,1.9,0.96,2060|5774|7094|8861,EPS15|PTPN3|TLN1|LDB1,-1.6,0
1,-2.7,COVID209,M1,1,0,COVID,200,Proteome_Li_Urine-recovery-vs-healthy_Down,,-2.7,5.8,4.5,30244,126,207,5,2.4,1.1,348|4035|4053|7369|23654,APOE|LRP1|LTBP2|UMOD|PLXNB2,-1.5,0
1,-2.7,COVID190,M1,1,0,COVID,200,RNA_Stukalov_A549-ACE2_24h_Down,,-2.7,12,5.4,30244,38,207,3,1.4,0.83,1152|4507|5571,CKB|MTAP|PRKAG1,-1.4,0
1,-2.5,COVID255,M1,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C5_Down,,-2.5,5.1,4.1,30244,142,207,5,2.4,1.1,1843|2268|4035|4650|4792,DUSP1|FGR|LRP1|MYO9B|NFKBIA,-1.3,0
1,-2.3,COVID007,M1,1,0,COVID,200,RNA_Blanco-Melo_A549_Down,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,1031|1373|6558|6625|6720|10614|83988,CDKN2C|CPS1|SLC12A2|SNRNP70|SREBF1|HEXIM1|NCALD,-1.1,0
1,-2.3,COVID010,M1,1,0,COVID,200,RNA_Blanco-Melo_A549-ACE2_Up,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,905|1106|2669|4792|6542|10818|94241,CCNT2|CHD2|GEM|NFKBIA|SLC7A2|FRS2|TP53INP1,-1.1,0
1,-2.3,COVID024,M1,1,0,COVID,200,RNA_Keller_B-cells-Infected_CD21pos_Up,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,1500|3728|4088|4792|8204|8660|94241,CTNND1|JUP|SMAD3|NFKBIA|NRIP1|IRS2|TP53INP1,-1.1,0
1,-2.3,COVID050,M1,1,0,COVID,200,RNA_Wyler_Calu-3_24h_Up,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,154|1843|4792|8503|10818|60312|135112,ADRB2|DUSP1|NFKBIA|PIK3R3|FRS2|AFAP1|NCOA7,-1.1,0
1,-2.3,COVID061,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_2h_Down,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,1500|4205|8289|8572|9612|51530|79109,CTNND1|MEF2A|ARID1A|PDLIM4|NCOR2|ZC3HC1|MAPKAP1,-1.1,0
1,-2.3,COVID131,M1,1,0,COVID,200,Phosphoproteome_Stukalov_A549-ACE2_24h_Up,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,59|490|2547|3159|5587|5747|51530,ACTA2|ATP2B1|XRCC6|HMGA1|PRKD1|PTK2|ZC3HC1,-1.1,0
1,-2.3,COVID236,M1,1,0,COVID,200,Proteome_Klann_Caco-2_24h_Down,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,348|1605|4035|4292|6541|6558|26133,APOE|DAG1|LRP1|MLH1|SLC7A1|SLC12A2|TRPC4AP,-1.1,0
1,-2.3,COVID243,M1,1,0,COVID,200,RNA_Riva_Vero-E6_24h_Up,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,1106|1843|2669|4792|6558|10818|80824,CHD2|DUSP1|GEM|NFKBIA|SLC12A2|FRS2|DUSP16,-1.1,0
1,-2.3,COVID375,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP4,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,2697|8633|23236|54822|57130|59343|79109,GJA1|UNC5C|PLCB1|TRPM7|ATP13A1|SENP2|MAPKAP1,-1.1,0
1,-2.3,COVID377,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP6,,-2.3,3.4,3.5,30244,300,207,7,3.4,1.3,2697|6558|23376|23654|54822|57130|59343,GJA1|SLC12A2|UFL1|PLXNB2|TRPM7|ATP13A1|SENP2,-1.1,0
1,-2.2,COVID371,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP15,,-2.2,5.5,3.9,30244,106,207,4,1.9,0.96,658|1398|8412|23411,BMPR1B|CRK|BCAR3|SIRT1,-1,0
1,-2.2,COVID035,M1,1,0,COVID,200,RNA_Sun_Calu-3_0h_Down,,-2.2,4.3,3.6,30244,171,207,5,2.4,1.1,5587|8633|8660|55137|94241,PRKD1|UNC5C|IRS2|FIGN|TP53INP1,-1,0
1,-2.1,COVID346,M1,1,0,COVID,200,RNA_Wilk_B-cells_patient-C5_Down,,-2.1,4,3.4,30244,181,207,5,2.4,1.1,490|1106|1655|1843|4792,ATP2B1|CHD2|DDX5|DUSP1|NFKBIA,-0.92,0
1,-2.1,COVID056,M1,1,0,COVID,200,Phosphoproteome_Bouhaddou_Vero_E6_0h_Up,,-2.1,4,3.4,30244,184,207,5,2.4,1.1,490|3159|7094|51530|150094,ATP2B1|HMGA1|TLN1|ZC3HC1|SIK1,-0.9,0
